MCNo,Event Number,Rating (0-3),E1 (GeV),px1 (GeV/c),py1 (GeV/c),pz1 (GeV/c),E2 (GeV),px2 (GeV/c),py2 (GeV/c),pz2 (GeV/c)
525,847532274,2,11.1111,-2.28394,1.60991,10.7535,5.91715,-1.86528,-1.02837,5.51949
526,847537130,2,12.1561,-0.840344,4.63295,11.2066,3.40042,-0.682616,-0.26564,3.31891
527,847548202,0,15.8422,2.13346,3.01087,15.4061,6.22832,-0.386075,2.28561,5.77994
528,847569877,3,8.54325,0.958001,2.01197,-8.24683,8.16118,-3.24914,1.04175,-7.41293
529,847606776,2,17.7558,2.88766,1.61426,17.4445,3.13801,1.18374,0.731605,2.8106
530,847681430,2,20.5432,3.51276,1.22286,-20.2034,7.73724,0.296476,1.94985,-7.4809
531,847693857,2,8.81988,-1.4009,1.23419,8.61936,7.82769,-2.12233,-0.918885,7.47749
532,847733941,0,4.76128,4.65961,0.0263342,0.972587,3.47608,2.62463,-2.20712,-0.558462
533,847749016,2,13.3565,2.58753,-1.23382,13.0448,7.73399,-1.30812,-0.751365,7.5847
534,847749581,2,7.21683,3.55945,-0.325558,-6.26863,9.25967,1.53285,-3.3875,-8.47971
535,847770277,0,12.2885,-3.55531,0.386259,11.7561,5.36979,-0.577146,-1.04929,5.23348
536,847782811,0,49.9784,7.55284,6.00031,-49.0385,3.90404,0.97343,-0.256042,-3.77058
537,847807583,2,10.512,-0.859768,-3.04859,-10.0229,7.95917,1.1176,-1.01699,-7.8137
538,847833973,0,9.01748,0.889019,1.75264,8.80009,5.1158,-1.86944,0.358135,4.74733
539,847864672,3,4.48364,3.52107,-2.42369,-1.34893,6.70175,3.62568,-3.35391,-4.52858
540,847867735,1,9.61537,3.52556,0.100413,8.94453,9.89354,1.68692,-3.33145,9.16115
541,847888813,0,9.61002,-1.89412,-0.0941831,-9.42045,10.1395,1.58132,0.819395,-9.98128
542,847896753,2,8.55893,-0.990724,1.58331,8.35199,6.27637,1.20544,-0.480105,6.13988
543,847906341,1,2.86427,-0.445393,1.11804,2.59701,6.79581,1.93929,0.0990373,6.51162
544,847910621,0,7.45618,0.657313,-1.97422,-7.15918,6.90032,-1.06023,1.42593,-6.66677
545,847941607,1,5.08981,2.33108,1.55271,-4.24855,6.99635,0.74405,1.22507,-6.84715
546,847946930,2,19.6151,-0.0705607,-4.14619,-19.1715,3.34933,1.12282,-0.282682,-3.14105
547,847958257,0,8.79966,1.40773,1.88783,8.47805,5.84796,-1.57398,1.21397,5.49875
548,847958634,2,8.01035,2.07428,-1.76975,7.53126,3.94003,-0.643482,0.937903,3.7708
549,847965020,2,11.2088,-3.0935,-1.13081,10.7134,7.84205,-0.253654,-3.17586,7.16493
550,848018583,2,11.8803,2.20375,1.49825,11.5771,3.39218,-0.857698,1.33391,2.99679
551,848036269,0,8.72642,2.22092,4.42212,7.1869,4.38267,-0.896107,0.0489737,4.2885
552,848131799,2,9.83573,-0.823998,3.23274,9.25207,3.65946,1.33447,0.540233,3.36272
553,848134299,2,22.0499,3.28423,3.86839,-21.4578,3.22538,-0.392143,0.672149,-3.12831
554,848135776,2,6.22979,-1.54096,-1.60588,-5.81771,4.80378,1.74918,0.602937,-4.43192
555,848247708,2,13.1282,-1.62467,2.84045,-12.7134,3.73938,-1.39092,-0.164174,-3.46558
556,848289956,3,12.0055,2.51539,3.885,11.077,9.26858,-0.756019,3.21661,8.65894
557,848300527,2,14.0702,-2.61647,-2.09533,-13.6647,6.35338,-0.3921,-2.67018,-5.75071
558,848310591,1,11.7375,2.11466,1.64272,11.4275,3.96529,0.554231,-1.17942,3.74355
559,848322065,2,14.1795,1.12757,2.51099,-13.9094,3.99573,1.75527,-0.17548,-3.58371
560,848327944,2,9.02534,-1.28805,-2.22421,-8.65098,6.84875,-2.33867,-0.594067,-6.40874
561,848338081,2,8.04881,0.587512,-2.07864,-7.75282,6.82871,1.84285,-0.0859175,-6.57393
562,848442597,0,9.64514,1.44245,0.976915,-9.48591,4.27322,-0.331218,-1.09364,-4.11625
563,848455406,0,11.0535,0.495283,3.88492,10.3359,3.41347,-0.874913,1.554,2.90865
564,848459184,2,11.1825,-1.56454,-1.58036,10.9586,4.87479,-0.751994,0.801131,4.74817
565,848546827,2,8.12925,-3.20251,-0.483311,7.45546,4.3876,0.408616,1.82668,3.96688
566,848563724,0,5.81253,-3.09969,0.957099,-4.82185,6.87325,-0.253449,1.68114,-6.65883
567,848620598,2,13.2311,-2.34913,2.26968,12.8211,3.70739,-1.07657,-0.506856,3.50965
568,848624864,2,15.0369,3.01118,-3.34717,14.3466,3.82937,-0.461093,-1.26711,3.58256
569,848631040,0,7.22042,-1.04221,-3.25138,6.36126,6.84232,-1.26224,0.429363,6.71034
570,848661449,0,6.18491,0.933295,-1.34805,5.96269,6.15886,1.06416,1.12794,5.9595
571,848713999,3,7.49894,0.57082,-1.58065,-7.30744,10.0687,-2.63281,-0.108975,-9.71724
572,848738029,2,13.1671,-1.9216,-4.63862,-12.1717,5.99391,0.835525,-1.24779,-5.80179
573,848838755,1,9.37948,2.29551,1.85408,8.90261,11.4152,0.128217,2.27551,11.1849
574,848852316,2,11.721,-3.20692,0.549236,11.2598,5.148,-1.00532,-1.0931,4.928
575,848871757,2,7.90386,-1.29286,0.981791,-7.73463,4.40902,0.879599,-0.34841,-4.30502
576,848901634,0,30.2629,-6.13056,-3.28031,29.4532,2.9131,-0.709644,0.689564,2.73787
577,848928757,0,15.1672,-1.92535,-1.65999,14.9522,3.87286,0.433012,-1.18594,3.65977
578,849115275,1,5.67442,-0.236438,1.50156,5.46601,6.05634,-2.24672,0.29471,5.61547
579,849122573,2,6.66958,-1.55709,1.35411,-6.34145,5.93888,0.788572,1.13523,-5.77482
580,849203815,2,11.5508,-1.72931,2.31289,-11.1834,3.28837,0.728774,0.593647,-3.14939
581,849244263,0,6.64146,0.394301,-1.31087,6.498,4.40007,1.64267,0.00762787,4.08057
582,849278283,2,8.24541,0.401085,-2.29996,7.90727,4.00273,-1.24698,-1.1404,3.62701
583,849301372,2,13.209,-2.69452,4.36823,12.1706,3.26259,-0.843598,-0.3599,3.12924
584,849311077,0,8.66018,0.325563,-2.37957,-8.31981,11.3698,1.98395,-0.0923131,-11.1945
585,849332947,2,27.6248,5.1091,-3.56141,26.9134,3.61444,-0.0510582,-0.817231,3.51889
586,849355521,0,15.6079,-2.80643,-0.70212,-15.3371,10.2893,-0.433141,1.95226,-10.0925
587,849377245,0,18.7384,3.26107,1.05257,-18.4221,4.56111,0.5153,-0.810088,-4.45767
588,849381760,1,6.03754,-1.75738,-0.484311,5.75481,3.52328,0.647515,-1.31709,3.2013
589,849446022,2,8.44002,0.902199,-2.5795,7.98467,2.87877,-0.86575,-0.228575,2.73393
590,849450108,0,7.82553,2.09777,-1.51078,-7.38543,5.54467,0.697811,0.847,-5.43396
591,849523616,0,5.05142,4.02073,2.5233,1.72404,5.77746,2.52031,4.90997,1.70532
592,849534163,2,10.3131,2.91273,0.109016,-9.89206,4.01207,0.198952,0.881519,-3.90754
593,849566596,1,6.45462,-0.766416,-1.01135,-6.32777,7.21405,-2.10513,1.17792,-6.79796
594,849569222,2,17.6016,2.57,-3.8547,16.9807,4.48308,-0.706801,-1.49947,4.164
595,849649807,1,13.7551,2.42235,2.87935,-13.23,3.09397,-0.304109,1.15539,-2.85203
596,849663843,2,9.41082,-1.62145,2.45974,-8.93717,3.44286,0.920242,0.344866,-3.29793
597,849700556,2,9.70142,1.09082,-1.61231,-9.50352,4.01444,-1.54581,-1.71028,-3.28481
598,849720479,1,6.78105,3.21611,-1.9418,5.64424,5.38274,-0.242425,-1.41846,5.18574
599,849727654,1,7.26897,-1.2615,-1.44786,-7.00993,16.7075,0.209931,-2.99345,-16.4354
600,849747891,1,7.54329,-1.43655,-0.244759,-7.40043,4.65252,1.84653,0.174901,-4.2655
601,849756321,2,9.60359,-3.69541,-0.614033,8.84221,5.83386,0.287221,1.777,5.5482
602,849791191,0,6.06209,-0.440296,2.59903,-5.45793,3.88855,0.0288658,-0.803793,-3.80299
603,849802740,2,13.2182,3.34731,2.603,-12.5192,16.9825,3.90503,0.709399,-16.5119
604,849901559,1,6.46356,2.38644,-0.346174,5.99596,4.72136,0.221998,-1.02735,4.60167
605,849913839,2,28.794,-1.35827,-9.66721,-27.0885,4.47018,0.365902,-0.798399,-4.38178
606,849932937,2,8.34106,-2.60249,1.65666,-7.74885,4.25095,0.46457,1.08791,-4.08167
607,849938989,2,7.11917,-0.247041,1.46083,-6.9625,3.4377,1.25473,0.31494,-3.18326
608,849977727,2,7.9248,0.92857,2.87928,7.32385,4.01816,-1.11593,0.427396,3.8349
609,849983833,0,7.76476,3.92538,2.66627,-6.14513,3.84706,-0.877863,0.00595897,-3.74407
610,849994070,1,7.15303,1.96388,0.371038,6.86733,9.8272,1.5103,-1.55992,9.58375
611,850000193,2,11.1121,1.33735,2.46754,10.7513,4.97357,-0.779848,0.738035,4.85514
612,850027506,2,9.88104,-2.01725,0.934122,-9.62714,5.23971,-1.14039,-1.02398,-5.00943
613,850027954,2,6.99312,-0.0493028,-1.73479,6.77352,8.46887,-1.44659,0.291668,8.33864
614,850031097,0,6.56515,1.62595,0.00274994,-6.35974,3.75059,-0.896124,0.101403,-3.63902
615,850034228,2,6.5977,-2.92946,0.579546,5.88224,3.36068,0.899004,0.0153688,3.23645
616,850111627,2,14.376,0.207077,-2.65711,-14.1264,7.78517,-1.79204,-1.76108,-7.36782
617,850129260,2,8.12453,1.97346,1.14859,-7.79635,9.31162,2.49005,-1.58729,-8.83036
618,850142715,2,22.6386,-3.67373,1.98418,-22.25,8.99208,-2.55227,-0.98074,-8.56565
619,850150164,2,10.5469,-4.02071,0.195952,9.74795,4.58006,0.0101136,-1.74885,4.23169
620,850284811,0,5.86701,0.255716,1.54576,5.65296,6.91829,-1.42889,-0.235358,6.76421
621,850289256,0,9.87823,1.93866,1.46196,9.57458,3.27705,-0.000686155,1.55507,2.88265
622,850377423,2,12.4903,-1.75789,-2.70918,12.0651,6.56027,0.855289,-1.45761,6.33796
623,850414074,2,8.3246,-2.28026,0.698428,7.97499,3.94629,-0.689387,-1.19972,3.69425
624,850434827,2,6.26287,0.68911,-2.76508,5.57601,4.32121,-2.45294,-1.30353,3.30841
625,850459905,2,12.3582,-3.34539,-1.56368,11.7931,8.92321,-1.80167,0.587724,8.719
626,850501247,1,3.71593,-2.31375,2.54118,1.40922,5.377,0.43639,0.98963,5.26604
627,850524209,2,9.78868,-0.570101,2.17214,9.52701,3.47362,1.41009,0.867826,3.05179
628,850529654,1,6.38351,-1.36312,0.938908,-6.16428,4.14759,0.850436,-0.491267,-4.02824
629,850538137,1,5.89626,-0.117665,1.28669,5.75199,7.43711,-2.43046,1.06773,6.94639
630,850549858,2,7.90452,0.403016,5.22095,-5.92027,10.4947,-0.523679,5.24944,-9.0717
631,850660037,2,5.8093,-0.602223,2.57982,5.16901,5.36576,1.44955,0.469162,5.14382
632,850699437,2,33.1417,6.46341,-2.46285,32.4117,7.61902,0.863706,-2.10228,7.27136
633,850701979,1,6.28623,-1.21451,-2.03245,5.82234,5.3624,1.13599,0.16436,5.23705
634,850711308,2,12.7997,-1.42134,2.20902,12.5268,5.60598,-1.70173,-0.16691,5.3378
635,850725682,2,9.5592,2.36849,2.96459,8.77317,24.6758,4.37655,3.17524,24.0759
636,850744250,2,6.07024,-0.882671,0.677157,-5.96649,3.35768,-0.533772,-1.51083,-2.94879
637,850798619,1,5.59789,1.11832,-0.952592,5.40066,4.11971,-1.74557,-0.886036,3.62337
638,850801611,2,6.20723,2.43167,0.971886,5.62681,5.03224,-1.06009,-0.476443,4.89505
639,850882009,2,5.99254,-0.835207,-1.74421,-5.67094,7.42768,1.78486,-1.49533,-7.05249
640,850883297,0,15.8071,1.5988,3.39358,-15.3552,3.17536,-0.875367,1.32245,-2.74893
641,850885292,2,9.64245,-2.00523,1.90164,9.23734,3.36389,0.509013,0.725032,3.24343
642,850897301,1,14.1509,2.60678,0.515788,13.8987,6.37702,1.84297,-1.51373,5.91331
643,850911902,2,13.3478,2.44328,2.355,-12.9088,3.94189,-0.69716,-0.662069,-3.82138
644,850952372,2,6.51966,-2.54135,-0.394146,-5.99008,7.70983,1.2228,-0.878291,-7.56066
645,850962822,2,13.1777,2.42753,1.98134,12.7993,5.07445,1.98898,-0.693469,4.6154
646,850975069,2,7.35234,-2.319,2.21046,-6.61678,3.59464,-1.41046,-1.0637,-3.12881
647,850978350,2,9.99502,-1.21669,3.12363,-9.41551,3.45484,-1.59045,-0.33227,-3.04711
648,850996144,2,9.19001,1.02012,-2.47811,-8.78996,3.73009,1.06828,0.289769,-3.56051
649,851016170,0,8.53977,-2.23092,0.0233247,8.2425,3.7065,1.47085,-0.68248,3.33133
650,851023714,2,8.116,-1.82583,0.189324,-7.90499,5.42935,0.207765,1.08607,-5.3145
651,851029234,2,8.65752,-0.836603,2.43956,8.26378,3.0716,1.23227,0.117789,2.80912
652,851047953,0,7.14598,-4.45302,0.747462,5.53766,4.24973,-0.297484,0.848839,4.15211
653,851052587,2,13.6454,0.81384,3.28343,-13.2191,3.04954,1.11223,-0.127381,-2.83464
654,851099687,0,14.8084,-3.44436,-0.326326,14.3981,4.90603,0.446008,0.791348,4.82004
655,851121676,0,6.87886,-1.98655,5.1565,4.09533,4.63076,-1.30237,0.153913,4.43992
656,851128637,2,14.9996,-1.64221,2.65384,14.6709,4.27952,0.613358,1.07194,4.09608
657,851152931,2,6.95736,2.81131,-0.405209,6.35028,3.70653,-1.11249,-0.256705,3.52472
658,851202564,2,11.8321,1.94145,-1.19871,11.6095,4.69914,1.70809,0.934208,4.27556
659,851224417,1,8.52979,-1.6382,0.363926,8.36241,13.4915,-1.60814,-1.90232,13.2591
660,851239396,0,6.28826,-1.60604,-1.39246,5.91716,4.56608,-0.491616,2.14102,4.00154
661,851240972,0,5.2783,-1.7752,1.60887,4.70207,5.70642,0.232652,1.11561,5.59047
662,851247881,2,8.0161,0.219168,-3.37821,-7.26543,5.30099,1.6657,-0.173982,-5.02837
663,851268131,3,12.7786,-3.44859,-0.3853,-12.298,4.37848,-0.670487,-1.66015,-3.99428
664,851349209,2,5.14071,1.44101,1.93147,4.53967,4.02985,-0.127502,-0.903566,3.92376
665,875367629,2,8.82054,-0.449822,-3.2406,8.19066,6.60286,0.994541,-0.870976,6.46829
666,875404424,2,11.443,2.63848,-0.659001,-11.1147,8.20579,-1.59095,0.175795,-8.04747
667,875441413,0,7.45715,-1.32754,2.01992,7.05376,3.67954,-0.567901,-1.29424,3.39563
668,875484599,0,5.39185,-0.878387,-0.614564,5.28315,6.3005,-0.791377,1.53683,6.05781
669,875489687,0,9.3005,1.45071,1.33286,-9.08885,4.58793,-0.540902,-0.886123,-4.46767
670,875556069,0,9.88528,-1.0963,-4.34177,8.81219,5.32652,0.545112,0.841095,5.23031
671,875578327,2,9.85927,-1.65285,3.44269,-9.089,3.95928,1.22656,1.15641,-3.58093
672,875596200,1,6.14768,0.753483,-0.839758,-6.04234,7.19424,-1.53041,0.294858,-7.02259
673,875598818,2,11.6906,-2.01208,1.64832,11.3971,6.20831,0.418187,1.93959,5.88176
674,875625583,0,7.38271,0.273385,6.0759,-4.18354,3.45715,-0.709199,0.211572,-3.37535
675,875641496,0,7.1591,0.168458,3.83756,6.04039,4.64998,-0.775284,0.592387,4.54524
676,875647909,2,18.0435,4.4685,-3.55046,17.1168,4.35064,1.04035,0.362079,4.20755
677,875687346,2,7.24689,-2.50102,5.11506,-4.48189,3.03467,-0.790446,-0.126557,-2.92527
678,875709170,2,13.9864,-2.54397,4.20345,13.0945,4.83556,-0.879395,-0.674539,4.70565
679,875757880,2,19.9095,-1.02637,-3.74829,-19.5262,3.53957,-1.02679,-0.0517716,-3.38532
680,875769090,2,11.0832,-1.57226,2.34094,-10.7179,6.49715,-1.73989,0.0558465,-6.25872
681,875781277,2,10.1923,-2.72037,3.11322,-9.31554,4.60914,1.12442,0.692172,-4.4147
682,875789743,3,10.8269,1.06966,-1.96231,10.5932,3.84563,-0.863699,-0.845229,3.64929
683,875790936,2,8.95631,-2.13577,-2.58474,8.30433,6.30622,-1.51374,0.143386,6.11926
684,875840446,0,8.41505,4.0909,2.84106,6.78195,3.21327,1.12544,-0.925157,2.86206
685,875856119,2,10.7549,3.29755,0.00134274,10.2364,7.41527,1.18692,1.28324,7.20553
686,875856814,3,19.3286,1.93645,3.86609,18.8384,3.64458,-1.14405,1.22426,3.23483
687,875862355,2,20.5069,-3.88508,-3.24558,19.8719,10.3679,-2.64309,0.212518,10.0226
688,875890259,2,8.73086,1.63801,1.56429,-8.43129,6.25776,-0.620171,1.19107,-6.11107
689,875894041,2,8.57637,2.18908,1.96412,8.05563,3.76408,-0.684233,1.09743,3.53336
690,875920766,3,18.0213,-0.91481,-5.84557,-17.022,11.3345,-0.411917,-5.94306,-9.64207
691,875927153,0,13.8659,1.84648,-13.0622,-4.26881,4.97359,-1.094,-4.4779,-1.86466
692,875935181,2,13.8075,2.52936,2.75987,-13.2899,7.15759,-0.216719,1.46791,-7.0013
693,876074765,2,9.19524,-1.18393,2.96497,8.62256,8.67936,1.87212,-0.23224,8.47121
694,876091224,0,10.6639,-1.49142,1.46027,10.4571,3.85572,0.0125531,1.83,3.3921
695,876117013,0,7.77602,2.86681,1.06724,7.14827,16.4308,3.70103,-1.43768,15.9435
696,876117640,0,5.21101,2.61555,-2.56473,3.70466,3.38058,-0.831463,-0.702699,3.19876
697,876135437,2,13.7249,2.25188,1.13619,13.4907,4.46413,1.64944,-1.55221,3.84542
698,876148571,0,7.82025,1.69454,0.671999,7.60408,4.07116,0.8393,-1.09554,3.82865
699,876195739,0,12.7745,-2.50281,1.53898,-12.4315,3.39909,-1.37364,-0.396631,-3.08196
700,876228139,0,5.17438,-0.538335,2.33809,4.58329,4.06323,-1.80594,-0.650932,3.5796
701,876295434,2,11.0381,3.32047,1.44172,10.427,5.55262,0.169388,2.3078,5.04636
702,876314894,0,5.4651,2.60357,2.71878,3.96053,6.74236,-1.19591,1.63532,6.42991
703,876365612,2,6.80256,2.63689,0.542955,6.24625,8.60632,2.2835,-2.00988,8.05006
704,876393965,1,28.1324,-1.20287,4.99419,27.6592,9.69295,0.939909,2.92816,9.19155
705,876430075,1,3.83155,0.52344,1.84844,3.31344,9.60097,-2.90168,1.59856,9.01068
706,876432440,0,10.7287,-3.09984,3.04588,-9.80858,3.64415,0.86976,-0.191183,-3.53209
707,876446553,2,7.12208,1.15503,3.32918,6.18833,5.26464,1.28007,-0.218097,5.10089
708,876447139,2,9.72052,-2.16185,2.61641,9.10813,11.1432,-3.93766,-0.525331,10.4105
709,876472930,2,22.6561,3.82222,3.7167,-22.0197,3.11144,-0.411202,0.901813,-2.94747
710,876476469,0,6.25383,4.61523,2.30468,-3.53374,3.58177,-0.475505,0.714051,-3.47591
711,876478498,2,17.7904,-0.864424,4.70273,17.1354,4.79988,-1.63931,1.4386,4.27444
712,876539946,1,9.01308,2.1882,-0.541321,-8.72601,3.7707,0.703751,1.13235,-3.52555
713,876567621,2,9.54838,-2.12443,-0.326476,9.30272,4.29768,-0.975184,1.83414,3.76083
714,876574887,2,9.33037,3.14468,-0.247755,8.78034,3.40753,-0.903773,0.410539,3.25803
715,876578586,2,8.41593,0.0852304,-3.23874,7.76659,3.46263,1.056,-0.310808,3.28129
716,876605460,2,13.8626,0.24233,-2.69179,13.5962,3.90584,-1.14685,-1.08968,3.56956
717,876617261,2,7.88343,1.33619,1.74936,-7.56912,5.35138,0.758385,-1.82779,-4.97093
718,876620862,0,9.47974,0.71017,2.8466,9.0137,6.22174,-1.51436,-0.649157,5.99868
719,876642004,1,10.681,-2.76377,-0.403874,-10.3088,3.87818,0.55159,-0.562174,-3.7959
720,876663211,2,12.2429,3.8436,-0.709377,11.6018,4.69533,0.399766,-1.85888,4.29182
721,876681640,2,7.2897,3.3251,2.09204,6.13968,9.4768,0.633226,1.95984,9.24968
722,876685296,0,6.2895,1.10718,-0.778757,-6.1412,94.8618,6.98704,-14.5302,-93.4816
723,876699401,2,7.84551,2.08409,1.09401,-7.48335,3.26848,0.581025,-1.27114,-2.9527
724,876716669,0,6.80799,-1.03454,-1.35487,-6.59026,7.27257,0.311209,1.43668,-7.12168
725,876726889,2,9.67353,1.7301,2.07597,9.28779,6.03049,-1.03027,1.79895,5.66198
726,876740046,0,9.84883,-0.0461587,1.86089,-9.67074,8.23416,-0.229733,-1.85473,-8.01857
727,876774326,0,10.6614,-1.04042,1.81233,10.4541,7.61338,0.553768,2.44223,7.18897
728,876785027,2,9.492,-2.51103,-0.807762,9.11752,4.15434,-0.0352424,-1.64653,3.81249
729,876811574,0,14.7425,2.73236,-0.325516,-14.4831,3.25783,0.805347,0.921124,-3.01749
730,876851510,0,8.30487,-1.90768,0.145868,8.08079,4.63201,0.645068,-1.02946,4.46861
731,876882115,2,16.371,-4.69995,-0.423964,15.6758,4.86844,-0.892622,1.10985,4.65425
732,876894071,0,9.73694,-0.586098,1.94874,9.52133,4.45268,1.14947,0.573421,4.26206
733,876941453,0,6.41545,-4.91306,-0.214126,-4.1186,3.83528,-0.436345,-1.44249,-3.5252
734,876956310,2,9.51239,-0.266828,-1.92469,9.31121,17.1392,-3.48745,-4.33774,16.21
735,876964574,2,26.7543,-2.37149,-5.42148,26.0914,3.74164,0.971409,-1.25608,3.38634
736,877019185,1,6.63869,-1.00338,-1.0603,-6.47534,5.36179,0.936368,0.535272,-5.25113
737,877051744,2,8.26426,8.1888,0.585252,-0.942235,5.06107,4.62152,2.0602,-0.0170984
738,877065534,0,45.2345,1.36905,-11.7223,-43.6677,4.66892,0.91542,-0.924893,-4.48266
739,877072847,3,10.278,2.42448,-0.609635,9.96878,11.3489,3.14841,2.51777,10.6083
740,877082702,3,10.0483,3.03115,-3.63516,-8.86312,17.0712,3.89987,-9.71953,-13.4809
741,877103162,0,11.4179,0.727984,-2.14645,-11.1902,5.35054,1.29791,0.390598,-5.17494
742,877108624,2,10.0671,1.85049,-1.75815,-9.73759,14.5242,-0.135775,-4.14216,-13.92
743,877119007,1,5.22315,1.54948,1.24872,-4.82803,2.80693,-0.623431,0.401237,-2.70518
744,877131926,1,6.96286,2.00837,-0.967247,6.59553,7.57537,0.963925,1.02956,7.44217
745,877194058,2,8.96389,-0.186024,-2.65749,8.55823,8.30511,1.20865,-0.929347,8.16328
746,877206740,1,9.46759,0.814785,2.20603,-9.17026,5.24239,-0.822096,-0.595729,-5.14205
747,877283635,2,7.51197,1.32517,1.19908,7.29552,3.75261,1.20183,-0.830992,3.45485
748,877295278,0,5.58984,4.00958,0.488966,3.86255,4.74827,1.33268,0.0616856,4.55577
749,877312787,2,11.4929,0.201798,-2.91118,11.1157,11.1763,-1.75281,-1.14135,10.9783
750,877330221,1,8.13711,1.91025,0.33941,7.90172,11.9519,0.657499,-2.71402,11.6206
751,877382281,2,9.00207,-1.51461,1.16989,8.79565,5.08556,1.01376,1.92215,4.59668
752,877391993,0,11.1267,-2.3565,1.72238,-10.7366,4.39405,-0.774791,-0.88395,-4.23259
753,877458785,2,7.16672,2.07018,1.61635,6.66727,6.58333,-0.452794,1.31067,6.43476
754,877472902,2,21.4061,4.01129,-0.0933379,21.0265,5.45436,1.62002,-1.71527,4.91653
755,877476166,1,6.14556,-1.54322,0.917396,-5.87653,4.69653,0.248607,-0.896799,-4.6022
756,877477597,2,12.9542,0.994089,3.66745,12.384,10.0004,-1.3912,2.89126,9.47107
757,877606361,1,6.12123,1.96735,0.283266,5.78858,4.48459,-1.70978,-0.0583216,4.14411
758,877613079,2,8.87171,-1.57857,-2.18995,-8.45034,8.15257,1.14201,-2.32865,-7.72829
759,877626507,1,5.55411,1.05122,0.879861,5.38124,2.69471,-1.01024,0.643123,2.41166
760,877627374,2,13.0714,-2.14538,1.76465,12.7724,2.9763,0.289799,-0.770528,2.85823
761,877640448,1,8.24695,0.148168,3.46437,7.48179,3.42794,-0.965725,0.220675,3.27999
762,877643791,0,8.05601,-2.89187,-0.424461,7.50634,5.4642,0.984068,-0.57854,5.34258
763,877657617,2,7.04471,1.68855,-1.3631,6.70131,2.85573,0.362441,0.700674,2.74258
764,877669835,2,4.96928,-0.438044,2.06043,-4.49948,2.95194,1.22444,-0.125364,-2.68101
765,877676587,2,7.35166,-0.549854,-1.88356,-7.08418,6.71291,-2.58749,-0.928879,-6.12324
766,877733729,2,30.5368,-5.85394,-0.38858,-29.9678,5.86459,-0.832574,-1.02615,-5.7128
767,877764788,0,15.0124,-2.25788,-2.14577,-14.6854,9.32626,1.60569,-0.800003,-9.15149
768,877808998,2,14.2529,3.76207,2.61917,-13.4952,5.78054,1.21088,-0.581811,-5.62128
769,877849770,2,10.6158,-2.265,2.80428,9.98452,5.07142,1.60431,2.3724,4.18402
770,877880022,2,17.1312,2.23725,2.67909,-16.7715,2.82467,0.811645,-0.337608,-2.68232
771,877890414,0,16.7746,3.4774,1.42664,16.3477,2.88847,-0.657458,0.674017,2.72865
772,877912537,0,9.26235,-0.826816,2.17787,-8.96399,3.56327,0.204353,-0.945616,-3.4278
773,877929886,1,5.81058,0.611046,0.960681,5.69697,3.18362,0.959684,-0.843879,2.91395
774,877976550,2,12.6051,-2.81054,0.0254985,-12.2873,3.88714,0.190882,-1.20361,-3.68966
775,878020882,2,7.20572,-0.68932,1.56057,-7.00006,12.1618,1.65806,2.31368,-11.8235
776,878027043,2,11.3894,0.522686,2.9435,-10.9895,3.92602,-1.51504,0.554916,-3.5776
777,878028309,2,8.74687,-1.53618,-1.99707,8.37546,3.06458,0.119163,0.757295,2.96526
778,878030838,2,13.9,1.81227,2.06593,-13.6252,3.15848,-0.592666,0.921743,-2.9604
779,878046829,2,8.91502,-0.132666,2.4434,8.57197,5.45827,-1.67661,0.484754,5.17065
780,878057212,2,8.78164,-1.05558,1.52868,8.58225,2.99737,-0.796162,-0.552798,2.83436
781,878082305,2,16.4551,-0.805272,-2.94008,-16.1699,3.27574,1.00603,-0.756767,-3.02233
782,878092319,2,6.16392,1.5398,-1.73673,5.70925,3.5017,-0.752579,-0.7614,3.33236
783,878161723,0,6.89019,-2.18877,-1.22912,-6.41577,14.467,-1.85775,-1.70928,-14.2447
784,878170113,0,4.44584,-1.82852,2.93536,-2.79187,4.32849,1.48985,-0.531199,-4.02776
785,878178192,2,7.07836,-0.0557748,-1.6562,6.88083,4.89112,1.2293,1.19282,4.58016
786,878178337,0,9.45808,2.9174,0.333372,-8.99009,2.64981,-0.630657,-0.120821,-2.56866
787,878211905,0,12.7049,-1.97551,-1.27126,-12.4854,3.75048,0.412657,1.38457,-3.45943
788,878213163,2,8.42989,-4.31651,-0.782191,7.19776,3.90279,-1.13755,1.47639,3.42738
789,878251698,1,6.15719,-1.71136,-1.30656,-5.76749,3.74645,-0.134171,1.30415,-3.50798
790,878277968,2,7.66481,0.488588,-1.54345,-7.49114,3.64402,-1.53229,-0.389629,-3.28146
791,878279682,0,19.7964,-3.28314,-1.80301,-19.4385,4.46891,-0.830416,-1.73539,-4.03222
792,878319850,2,11.6788,-3.65245,-2.4023,-10.8293,4.47039,0.152045,-0.894978,-4.37597
793,878355670,0,9.21529,-0.768312,-1.54497,-9.0517,4.23832,-1.6208,-1.03723,-3.77483
794,878358067,2,10.4494,-0.358907,-2.36709,-10.1709,3.43467,-1.01727,-0.0533522,-3.27843
795,878359617,2,8.59761,0.12443,2.19274,-8.31169,3.65212,-1.29767,0.453174,-3.38194
796,878378969,2,6.99097,-3.29318,-1.03959,6.07755,10.5607,-3.34651,3.34118,9.44213
797,878391753,0,8.75734,1.01868,1.90924,8.4851,5.78818,-0.582586,-1.15225,5.64135
